発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,売り上げ本数TOP50,ハード,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？
1988-08-09,-,4,PZL,HAL研究所,エッガーランド迷宮の復活,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1988-08-10,-,4,SLG,ソフエル,ザ・マネーゲーム,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-08-10,-,4,ADV,バンダイ,闘将！！拉麺男炸裂超人一○二芸,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-08-10,-,5,SPT,ジャレコ,燃えろ！！プロ野球'88決定版,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-08-11,-,4,ADV,サンソフト,水戸黄門Ⅱ世界漫遊記,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-08-12,-,4,SPT,データイースト,サッカーリーグウィナーズカップ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-08-12,-,4,RPG,バンダイ,ドラゴンボール大魔王復活,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-08-12,-,4,RAC,ナムコ,ファイナルラップ,"￥5,200","￥5,000代",0,1,-,-,-,-,-
1988-08-12,33,4,SLG,任天堂,ファミコンウォーズ,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-08-12,-,4,ACT,コナミ,マッドシティ,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-08-19,-,5,SLG,アイレム,不如帰(ほととぎす),"￥6,500","￥6,500代",0,1,-,-,-,-,-
1988-08-23,-,4,ETC,ココナッツジャパン,スーパーピンボール,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-08-26,30,5,RPG,ビクター音楽産業,イース,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1988-08-26,-,2,SPT,バップ,スーパーダイナミックバトミントン,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1988-08-26,-,4,SHT,ハドソン,亀の恩返し,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-09-02,-,4,TAB,SNK,ファミコン名人戦,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-09-13,-,5,ADV,ジャレコ,マニアックマンション,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-09-16,-,4,SPT,コナミ,コナミックスポーツインソウル,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-09-16,-,5,ACT,ポニーキャニオン,霊幻道士,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-09-21,-,5,ADV,ポニーキャニオン,孔雀王,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-09-22,-,4,ETC,ケムコ,ドナルドダック,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-09-27,-,4,ACT,セタ,エイトアイズ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-09-27,-,4,ADV,ナムコ,えりかとさとるの夢冒険,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1988-09-30,-,4,TAB,エピックソニー,VIVALASVEGAS,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-09-30,-,3,RAC,パックインビデオ,ナイトライダー,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-10-01,-,4,SLG,アスキー,ベストプレープロ野球新データ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-10-11,-,4,SLG,ボーステック,大戦略,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-10-18,-,4,ETC,ホットビィ,ザ・ブラックバスⅡ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-10-21,-,4,SHT,データイースト,コブラコマンド,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-10-21,-,4,RPG,ナムコ,源平討魔伝,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1988-10-23,35,5,ACT,任天堂,スーパーマリオブラザーズ3,"￥6,500","￥6,500代",384,1,🟨黄,対戦,18位,16位,-
1988-10-28,-,4,SLG,ヘクト,アメリカ大統領選挙,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1988-10-30,-,5,SLG,光栄,三國志,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1988-11-10,-,4,ADV,ナツメ,東方見文録,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-11-11,-,4,SPT,ケイアミューズメントリース,アメリカンフットボールタッチダウンフィーバー,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-11-11,-,5,TAB,アスミック,ぎゅわんぶらあ自己中心派,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-11-11,-,4,ACT,ジャレコ,西遊記ワールド,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-11-16,-,4,ETC,アテナ,ファミリークイズ4人はライバル,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-11-18,-,4,RPG,ナムコ,貝獣物語,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-11-22,30,4,ADV,ケムコ,ディジャブ悪魔は本当にやって来た,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1988-11-22,-,4,SPT,ジャレコ,燃えろ！！ジュニアバスケットTWOONTWO,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-11-25,-,4,ETC,タイトー,たけしの戦国風雲児,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-11-25,-,4,TAB,ナムコ,ファミリーマージャンⅡ上海への道,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1988-11-29,-,4,ETC,ジャレコ,中国占星術,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-12-02,-,4,ACT,サンソフト,エイリアンシンドローム,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-12-02,-,5,TAB,ハドソン,桃太郎電鉄,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-12-02,-,4,ACT,ビック東海,突然！マッチョマン,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-12-02,-,4,SLG,スクウェア,半熟英雄,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-12-09,30,4,SLG,ナムコ,キングオブキングス,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-12-09,-,4,SLG,東宝,ゴジラ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-12-09,-,4,RAC,バリエ,中嶋悟監修F-1ヒーロー,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-12-09,-,4,ACT,テクモ,忍者龍剣伝,"￥5,500","￥5,500代",0,1,⬜白,-,-,-,14位
1988-12-10,-,5,ETC,インダクショウンプロディース,89電脳九星占いbyGingukan,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1988-12-13,-,4,ACT,東映動画,ファイティングロード,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1988-12-16,-,5,ADV,ビクター音楽産業,かぐや姫伝説,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-12-16,-,4,ACT,徳間書店,キャプテンシルバー,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-12-16,31,4,ACT,コナミ,グラディウスⅡ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-12-16,-,4,RAC,ケイアミューズメントリース,ザトライアスロン,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1988-12-16,-,4,SPT,タイトー,究極ハリキリスタジアム'88選手新データバージョン,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-12-17,-,4,RAC,東京書籍,サイクルレースロードマン～激走！！日本一周4000km～,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-12-17,-,4,RAC,バリエ,トップライダー,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1988-12-17,35,5,RPG,スクウェア,ファイナルファンタジーⅡ,"￥6,500","￥6,500代",76,1,⬜白,-,-,-,-
1988-12-20,-,2,SPT,バンダイ,ファミリートレーナーシリーズ9風雲たけし城二,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1988-12-20,-,4,SHT,サンソフト,ファンタジーゾーンⅡオパオパの涙,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1988-12-20,-,4,SPT,ナムコ,プロ野球ファミリースタジアム'88年度版,"￥4,900","￥5,000代",109,1,-,-,-,-,-
1988-12-20,-,4,TAB,HAL研究所,ローラーボール,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1988-12-21,-,4,SLG,ケムコ,銀河英雄伝説わが征くは星の大海,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-12-22,-,2,PZL,BPS,テトリス,"￥4,900","￥5,000代",181,1,-,-,-,07位,-
1988-12-23,-,5,SPT,ジャレコ,燃えろ！！プロサッカー,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1988-12-24,-,4,ADV,タイトー,アキラ,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1988-12-24,-,4,ACT,九娯貿易,エアーウルフ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-12-24,-,5,ADV,フジテレビ,小公子セディ(ファミコンドラマ),"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-12-24,-,5,ADV,カプコン,プロ野球？殺人事件！,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1988-12-24,-,5,ACT,カプコン,ロックマン2Dr.ワイリーの謎,"￥5,800","￥6,000代",151,1,🟥赤,-,-,-,-
1988-12-26,-,4,SHT,SNK,ゲバラ,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-01-04,-,4,ACT,コナミ,がんばれゴエモン2,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-01-06,-,4,SHT,タカラ,スペースハリアー,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-01-06,-,5,TAB,ソフエル,100万$キッド幻の帝王編,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-01-20,-,4,ADV,アイレム,西村京太郎ミステリーブルートレイン殺人事件,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1989-01-20,-,4,RPG,SNK,里見八犬伝,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-01-27,-,5,RPG,東芝ＥＭＩ,ゾイド2ゼネバスの逆襲,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-01-27,-,4,RAC,コナミ,モトクロスチャンピオン,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-01-27,-,4,ACT,ビック東海,電撃ビッグバン,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-01-30,-,5,TAB,ココナッツジャパン,パチ夫くん2,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1989-01-31,-,2,SPT,バンダイ,ファミリートレーナーシリーズ10来来キョンシーズベビーキョンシーのあみだ大冒険,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1989-01-31,-,4,RAC,データイースト,ワールドグランプリPOLEtoFINISH(ポール・トゥ・フィニッシュ),"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-02-06,-,4,ACT,セタ,トムソーヤの冒険,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-02-09,-,4,ACT,ナムコ,ワギャンランド,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1989-02-10,-,4,ADV,サンソフト,赤龍王,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-02-11,-,4,ADV,タイトー,京都花の密室殺人事件山村美紗サスペンスシリーズ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-02-15,-,5,RPG,バンダイ,ファミコンジャンプ英雄列伝,"￥6,500","￥6,500代",110,1,◾黒,-,-,-,-
1989-02-17,-,5,RPG,ナムコ,ハイドライド3闇からの訪問者,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1989-02-17,-,4,ACT,エピックソニー,飛ingヒーロー(フライングヒーロー),"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-02-20,-,3,SHT,バンダイ,スペースシャドー,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1989-02-21,32,4,RPG,アスキー,ウィザードリィⅡリルガミンの遺産,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1989-02-23,-,4,RPG,ユース,百鬼夜行,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1989-02-28,-,4,SPT,コナミ,がんばれペナントレース！,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-03-03,-,4,ACT,バンダイ,魁！男塾疾風一号生,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-03-03,-,2,TAB,ナムコ,早打ちスーパー囲碁,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-03-17,-,5,ADV,キングレコード,ジーザス恐怖のバイオモンスター,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-03-17,-,5,TAB,タイトー,爆笑！！人生劇場,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-03-24,-,4,TAB,ナムコ,ファミリーピンボール,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1989-03-24,-,5,ADV,トンキンハウス,暗黒神話ヤマトタケル伝説,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-03-28,-,4,RPG,ジャレコ,じゃじゃ丸忍法帳,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-03-28,-,4,SPT,データイースト,ペナントリーグホームランナイター,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-03-30,-,4,SHT,サンソフト,アフターバーナー,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1989-03-31,-,4,SHT,タイトー,オペレーションウルフ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-03-31,-,4,ADV,ケムコ,シャドウゲイト,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1989-03-31,-,5,SLG,イマジニア,松本亨の株式必勝学Ⅱ,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1989-04-07,-,4,ACT,トーワチキ,ガーフィールドの一週間,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-04-14,-,4,SHT,ナムコ,ドラゴンスピリット新たなる伝説,"￥5,200","￥5,000代",0,1,-,-,-,-,-
1989-04-18,-,4,ETC,ナムコ,マインドシーカー,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1989-04-20,-,5,SLG,光栄,蒼き狼と白き牝鹿ジンギスカン,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1989-04-25,-,4,ACT,テクノスジャパン,ラベル,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-04-25,-,4,ADV,ナムコ,デビルマン,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-04-27,-,4,ACT,ナムコ,ドラゴンバスターⅡ闇の封印,"￥5,200","￥5,000代",0,1,-,-,-,-,-
1989-04-28,-,4,ACT,アイレム,HOLYDIVER(ホーリーダイヴァー),"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-04-28,-,4,SLG,日本物産,KEIBASIMULATION本命(競馬シュミレーション本命),"￥9,800","￥10,000代",0,1,-,-,-,-,-
1989-05-01,-,5,ADV,トーワチキ,名探偵ホームズMからの挑戦状,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1989-05-02,-,5,SLG,ヘクト,株式道場実践編,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1989-05-12,-,4,ACT,コナミ,激亀忍者伝,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-05-19,31,4,SPT,SNK,めざせ三冠王ベースボールスター,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-05-19,-,5,RPG,カプコン,天地を喰らう,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-05-26,-,4,RPG,カルチャーブレーン,スーパーチャイニーズ2ドラゴンキッド,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-05-26,-,4,TAB,ソフエル,帰って来た！軍人将棋なんやそれ？,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-06-23,-,4,RPG,ナムコ,ラサール石井のチャイルズクエスト,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-06-25,-,4,SLG,バンダイ,SDガンダムワールドガチャポン戦士2カプセル戦記,"￥6,800","￥7,000代",0,1,◾黒,対戦,15位,-,-
1989-06-27,-,4,ACT,ナムコ,クインティ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1989-06-30,-,4,ADV,セタ,マーダークラブ,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1989-06-30,-,4,ACT,ケイアミューズメントリース,脱獄PRISONERSOFWAR,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1989-07-13,-,5,SPT,ジャレコ,新燃えろプロ野球,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1989-07-14,-,4,ACT,ナムコ,ドラゴンニンジャ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-07-14,-,4,RPG,ケムコ,ホワイトライオン伝説ピラミットの彼方に,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-07-14,-,2,TAB,ヘクト,囲碁指南,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-07-18,-,4,RPG,カプコン,ウィロー,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-07-18,-,4,ACT,シグマ商事,必殺道場破り,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1989-07-21,-,4,ACT,ナムコ,ケルナグール,"￥4,900","￥5,000代",0,1,-,対戦,16位,-,-
1989-07-21,-,4,RPG,ハイスコアメディアワーク,ファリア封印の剣,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1989-07-21,-,4,SPT,タイトー,究極ハリキリスタジアム平成元年版,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1989-07-21,-,4,SPT,ビック東海,全米プロバスケット,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-07-25,-,4,SPT,トンキンハウス,パーフェクトボウリング,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-07-25,31,5,RPG,任天堂,MOTHER(マザー),"￥6,500","￥6,500代",0,1,🟥赤,-,-,-,-
1989-07-25,-,4,ADV,バンダイ,美味しんぼ究極のメニュー三本勝負,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-07-28,-,4,SPT,ナムコ,ファミスタ'89開幕版,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1989-07-31,-,4,ACT,ナムコ,スプラッターハウスわんぱくグラフィティ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1989-08-04,-,4,SLG,コナミ,コズミックウォーズ,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1989-08-04,-,4,SHT,CBSソニー,究極タイガー,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-08-08,-,4,ACT,東宝,燃えるお兄さん,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-08-08,-,4,SPT,バンダイ,名門第三野球部,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-08-11,-,4,SLG,学習研究社,ムーランルージュ戦記メルヴィルの炎,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-08-21,-,5,SLG,ホットビィ,武田信玄2スーパー戦国シュミレーションゲーム,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1989-08-24,-,5,SHT,CBSソニー,キャプテンED(えど),"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-08-25,-,4,RAC,コナミ,レーサーミニ四駆ジャパンカップ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-08-25,-,4,ACT,データイースト,ロボコップ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-09-01,-,4,ACT,テクモ,激闘プロレス！！闘魂伝説,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-09-14,-,4,ADV,トーワチキ,アイドル八犬伝,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1989-09-14,-,4,TAB,ポニーキャニオン,谷川浩司の将棋指南Ⅲ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-09-19,-,4,ADV,カプコン,マルサの女,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-09-20,31,5,RPG,ポニーキャニオン,ウルティマ聖者への道,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-09-22,-,4,SHT,タイトー,中華大仙,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-09-23,-,4,TAB,ココナッツジャパン,アメリカンドリーム(AMERICANDREAM),"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-09-29,-,4,SHT,パックインビデオ,サンダーバード,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-09-29,-,4,SHT,コナミ,ツインビー3ポコポコ大魔王,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-09-29,-,4,ADV,サンソフト,マハラジャ,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1989-09-29,-,4,ADV,ケムコ,悪魔の招待状,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1989-09-29,-,5,RPG,ユース,明治維新,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1989-09-29,-,4,PZL,ジャレコ,落っことしパズルとんじゃん,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1989-10-06,-,4,SPT,ケイアミューズメントリース,甲子園,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-10-13,-,4,SPT,アスミック,ワールドスーパーテニス,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-10-14,-,4,SLG,バリエ,ヴィナス戦記,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-10-19,-,5,RPG,東映動画,北斗の拳3新世紀創造凄拳列伝,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1989-10-27,-,4,SPT,トンキンハウス,ソフトボール天国,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-10-27,-,4,RPG,バンダイ,ドラゴンボール3悟空伝,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1989-10-27,-,4,SPT,アイレム,メジャーリーグ,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1989-10-27,-,4,SPT,カルチャーブレーン,超人ウルトラベースボール,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1989-10-27,-,4,ACT,エピックソニー,田代まさしのプリンセスがいっぱい,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1989-10-31,-,4,TAB,光栄,麻雀大会,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1989-11-07,-,5,ADV,HAL研究所,御存知弥次喜多珍道中,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1989-11-10,-,4,SPT,テクノスジャパン,U.S.チャンピオンシップV'BALL,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-11-10,-,4,RPG,ナツメ,ダンジョン＆マジックSWORDSOFELEMENT(ソードオブエレメント),"￥6,500","￥6,500代",0,1,-,-,-,-,-
1989-11-17,-,4,RAC,アイレム,激突四駆バトル,"￥4,800","￥5,000代",0,1,-,-,-,-,-
1989-11-17,-,4,ACT,九娯貿易,忍者COPサイゾウ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1989-11-24,-,4,SHT,アスミック,コズミックイプシロン,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1989-11-24,-,5,TAB,シグマ商事,ベガスコネクションカジノより愛をこめて,"￥9,600","￥9,500代",0,1,-,-,-,-,-
