発売日,バックアップメモリ,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント
2001-03-21,1,3,ETC,キューネット,EZ-TALK初級編1,"￥6,000","￥6,000代",0
2001-03-21,1,3,ETC,キューネット,EZ-TALK初級編2,"￥6,000","￥6,000代",0
2001-03-21,1,3,ETC,キューネット,EZ-TALK初級編3,"￥6,000","￥6,000代",0
2001-03-21,1,3,ETC,キューネット,EZ-TALK初級編4,"￥6,000","￥6,000代",0
2001-03-21,1,3,ETC,キューネット,EZ-TALK初級編5,"￥6,000","￥6,000代",0
2001-03-21,1,3,ETC,キューネット,EZ-TALK初級編6,"￥6,000","￥6,000代",0
2001-03-21,1,2,RAC,任天堂,F-ZEROFORGAMEBOYADVANCE,"￥4,800","￥5,000代",0
2001-03-21,3,3,SPT,コナミ,JGTO公認GOLFMASTER～JAPANGOLFTOURGAME～,"￥5,800","￥6,000代",0
2001-03-21,1,3,SLG,コナミ,Jリーグポケット,"￥5,800","￥6,000代",0
2001-03-21,1,3,RAC,エム・ティー･オー,アドバンスGTA,"￥4,980","￥5,000代",0
2001-03-21,3,2,SLG,コーエー,ウイニングポストforゲームボーイアドバンス,"￥5,600","￥5,500代",0
2001-03-21,1,2,ACT,任天堂,くるくるくるりん,"￥4,800","￥5,000代",0
2001-03-21,1,2,RAC,コナミ,コナミワイワイレーシングアドバンス,"￥5,800","￥6,000代",0
2001-03-21,5,2,ACT,任天堂,スーパーマリオアドバンス,"￥4,800","￥5,000代",64
2001-03-21,3,2,ACT,セガ,チュ-チュ-ロケット！,"￥4,800","￥5,000代",0
2001-03-21,1,2,ETC,ケムコ,トゥイティーのハーティーパーティー,"￥4,980","￥5,000代",0
2001-03-21,1,3,SLG,任天堂,ナポレオン,"￥4,800","￥5,000代",0
2001-03-21,1,3,RPG,カプコン,バトルネットワークロックマンエグゼ,"￥4,800","￥5,000代",0
2001-03-21,1,3,SPT,コナミ,パワプロクンポケット3,"￥5,800","￥6,000代",0
2001-03-21,1,2,ACT,ハドソン,ピノビィーの大冒険,"￥4,800","￥5,000代",0
2001-03-21,3,3,SPT,スパイク,ファイヤープロレスリングA,"￥5,800","￥6,000代",0
2001-03-21,1,3,NOV,コナミ,プレイノベルサイレントヒル,"￥5,800","￥6,000代",0
2001-03-21,1,3,SLG,タム,ぼくは航空管制官,"￥5,800","￥6,000代",0
2001-03-21,1,2,ACT,ナムコ,ミスタードリラー2,"￥4,800","￥5,000代",0
2001-03-21,1,3,RPG,コナミ,モンスターガーディアンズ,"￥5,800","￥6,000代",0
2001-03-21,1,3,ACT,コナミ,悪魔城ドラキュラCircleoftheMoon,"￥5,800","￥6,000代",0
2001-03-21,3,2,RAC,ケムコ,全国GT選手権,"￥5,200","￥5,000代",0
2001-03-21,1,2,ETC,ハドソン,桃太郎まつり,"￥5,200","￥5,000代",0
2001-03-21,1,2,SPT,アトラス,爆熱ドッジボールファイターズ,"￥4,980","￥5,000代",0
2001-03-21,3,3,SLG,コナミ,遊戯王ダンジョンダイスモンスターズ,"￥5,800","￥6,000代",0
2001-04-26,3,2,RPG,コナミ,GetBackers奪還屋～地獄のスカラムーシュ～,"￥5,800","￥6,000代",0
2001-04-26,1,3,SLG,コナミ,耽美夢想マイネリーベ,"￥5,800","￥6,000代",0
2001-04-27,1,2,PZL,ジョルダン,スペースヘキサイト～メーテル/レジェンドEX～,"￥5,300","￥5,500代",0
2001-04-27,1,3,ACT,エポック社,ドラえもん緑の惑星ドキドキ大救出！,"￥4,800","￥5,000代",0
2001-04-27,1,2,RPG,ハドソン,ボンバーマンストーリー,"￥5,200","￥5,000代",0
2001-05-25,5,2,ACT,カプコン,ファイナルファイトONE,"￥4,800","￥5,000代",0
2001-06-21,3,3,RPG,任天堂,タクティクスオウガ外伝TheKnightofLodis,"￥4,800","￥5,000代",0
2001-06-28,1,3,SHT,グローバル,トイロボフォース,"￥5,200","￥5,000代",0
2001-06-29,1,2,RAC,タカラ,チョロQアドバンス,"￥4,800","￥5,000代",0
2001-06-29,1,3,RPG,カプコン,優駿ラプソディ～♪,"￥4,800","￥5,000代",0
2001-07-05,1,3,CARD,コナミ,遊戯王デュエルモンスターズ5エキスパート1,"￥5,800","￥6,000代",0
2001-07-06,5,3,RPG,カプコン,ブレスオブファイア竜の戦士,"￥4,800","￥5,000代",0
2001-07-12,1,2,TAB,ハドソン,森田将棋あどばんす,"￥5,800","￥6,000代",0
2001-07-12,1,2,TAB,ハドソン,麻雀刑事,"￥5,200","￥5,000代",0
2001-07-13,1,2,TAB,タカラ,EXモノポリー,"￥5,800","￥6,000代",0
2001-07-13,5,3,ACT,カプコン,スーパーストリートファイター2XREVIVAL,"￥4,800","￥5,000代",0
2001-07-13,1,2,ADV,エム・ティー･オー,みんなの飼育シリーズ(1)ぼくのカブト虫,"￥5,200","￥5,000代",0
2001-07-19,5,2,ACT,ナムコ,風のクロノア～夢見る帝国～,"￥5,300","￥5,500代",0
2001-07-21,3,2,RAC,任天堂,マリオカートアドバンス,"￥4,800","￥5,000代",77
2001-07-26,3,3,SPT,コナミ,JGTO公認GOLFMASTERモバイルJAPANGOLFTOURGAME,"￥5,800","￥6,000代",0
2001-07-26,1,3,SLG,コナミ,スタコミ,"￥5,800","￥6,000代",0
2001-07-26,3,3,SLG,コナミ,モバイルプロ野球監督の采配,"￥5,800","￥6,000代",0
2001-07-26,1,3,SPT,コナミ,筋肉番付金剛君の大冒険！,"￥5,800","￥6,000代",0
2001-07-27,3,2,RPG,メディアリング,ゼロ・ツアーズ,"￥5,480","￥5,500代",0
2001-08-01,3,3,RPG,任天堂,黄金の太陽開かれし封印,"￥4,800","￥5,000代",0
2001-08-03,1,3,RPG,アスミック・エース,ドカポンQモンスターハンター！,"￥4,800","￥5,000代",0
2001-08-03,1,2,ADV,エム・ティー･オー,みんなの飼育シリーズ(2)ぼくのクワガタ,"￥5,200","￥5,000代",0
2001-08-09,1,2,SLG,コナミ,ジュラシックパーク3恐竜にあいにいこう！,"￥5,800","￥6,000代",0
2001-08-10,1,2,SLG,スターフィッシュ,スーパーブラックバスアドバンス,"￥4,800","￥5,000代",0
2001-08-10,1,3,TAB,アテナ,極麻雀デラックス未来戦士21,"￥5,200","￥5,000代",0
2001-08-21,1,3,ACT,任天堂,ワリオランドアドバンスヨーキーのお宝,"￥4,800","￥5,000代",0
2001-08-30,5,3,ACT,コナミ,ジュラシックパーク3アドバンスアクション,"￥5,800","￥6,000代",0
2001-08-31,1,3,ETC,キーネット,高校受験アドバンスシリーズ英語構文編,"￥6,800","￥7,000代",0
2001-08-31,1,3,ETC,キーネット,高校受験アドバンスシリーズ英熟語編,"￥6,800","￥7,000代",0
2001-08-31,1,3,ETC,キーネット,高校受験アドバンスシリーズ英単語編,"￥6,800","￥7,000代",0
2001-09-07,3,3,RPG,イマジニア,メダロット・ナビカブト,"￥5,800","￥6,000代",0
2001-09-07,3,3,RPG,イマジニア,メダロット・ナビクワガタ,"￥5,800","￥6,000代",0
2001-09-07,5,3,ADV,マーベラス,ラブひなアドバンス祝福の鐘はなるかな,"￥5,800","￥6,000代",0
2001-09-13,3,2,RPG,ハドソン,ロボットポンコッツ3クロス,"￥5,200","￥5,000代",0
2001-09-13,3,2,RPG,ハドソン,ロボットポンコッツ3リング,"￥5,200","￥5,000代",0
2001-09-13,6,2,CARD,ＫＣＥ東京,幻想水滸伝カードストーリーズ,"￥5,800","￥6,000代",0
2001-09-20,1,3,CARD,コナミ,FIELDOFNINEDIGITALEDITION2001,"￥5,800","￥6,000代",0
2001-09-21,3,3,SLG,バンプレスト,スーパーロボット大戦A,"￥5,800","￥6,000代",0
2001-09-27,3,3,RPG,コナミ,Z.O.E2173TESTAMENT,"￥5,800","￥6,000代",0
2001-09-28,3,3,SLG,コーエー,信長の野望,"￥6,800","￥7,000代",0
2001-09-28,1,2,TAB,メディアリング,西原理恵子の殿堂麻雀,"￥4,800","￥5,000代",0
2001-10-04,1,2,PZL,ハドソン,ハテナサテナ,"￥5,200","￥5,000代",0
2001-10-05,6,2,ACT,アルトロン,奇々怪界あどばんす,"￥5,200","￥5,000代",0
2001-10-12,1,3,ADV,カプコン,逆転裁判,"￥4,800","￥5,000代",0
2001-10-18,5,3,PZL,セガ,みんなでぷよぷよ,"￥4,800","￥5,000代",0
2001-10-19,1,3,SLG,カルチャーブレーン,ハムスター物語2GBA,"￥5,800","￥6,000代",0
2001-10-19,5,3,ADV,イマジニア,ハローキティコレクションミラクルファッションメーカー,"￥5,200","￥5,000代",0
2001-10-25,5,3,SPT,コナミ,ESPNXGamesSkateboarding,"￥5,800","￥6,000代",0
2001-10-25,1,2,TAB,コナミ,なかよし麻雀かぶリーチ,"￥5,800","￥6,000代",0
2001-10-25,1,3,TAB,コナミ,ヒカルの碁,"￥5,800","￥6,000代",0
2001-10-26,1,3,TAB,任天堂,どこでも対局役満アドバンス,"￥4,800","￥5,000代",0
2001-10-26,5,2,SLG,エム・ティー･オー,なかよしペットアドバンスシリーズ(1)かわいいハムスター,"￥5,200","￥5,000代",0
2001-10-26,5,2,SHT,ケムコ,ファランクス,"￥4,980","￥5,000代",0
2001-11-01,5,3,PZL,コナミ,ジュラシックパークⅢ失われた遺伝子,"￥5,800","￥6,000代",0
2001-11-15,1,3,SPT,コナミ,友情のビクトリーゴール4v4嵐GETTHEGOAL！！,"￥5,800","￥6,000代",0
2001-11-22,1,2,ADV,コナミ,AdvetureofTOKYODisneySEA,"￥5,800","￥6,000代",0
2001-11-29,3,2,PZL,コンパイル,ぐるロジチャンプ,"￥4,980","￥5,000代",0
2001-11-30,1,3,RPG,トミー,ZOIDSSAGA,"￥5,400","￥5,500代",0
2001-11-30,1,2,TAB,タカラ,億万長者ゲームのっとり大作戦！,"￥5,800","￥6,000代",0
2001-11-30,5,3,SLG,ケムコ,機械化軍隊,"￥5,800","￥6,000代",0
2001-11-30,5,3,RPG,ビクター,激闘！カーバトラーGO！！,"￥4,800","￥5,000代",0
2001-11-30,3,3,SLG,コーエー,三國志,"￥6,800","￥7,000代",0
2001-12-06,1,3,SPT,コナミ,筋肉番付～決めろ！奇跡の完全制覇～,"￥5,800","￥6,000代",0
2001-12-06,1,2,ACT,ハドソン,爆転シュートベイブレード激闘！最強ブレーダー,"￥5,300","￥5,500代",0
2001-12-07,1,3,RAC,エム・ティー･オー,アドバンスラリー,"￥4,980","￥5,000代",0
2001-12-07,5,3,RPG,エポック社,ダイヤロイドワールド-イービル帝国の野望-,"￥4,300","￥4,500代",0
2001-12-07,6,2,ETC,ナムコ,ナムコミュージアム,"￥3,800","￥4,000代",0
2001-12-07,3,3,RPG,任天堂,マジカルバケーション,"￥4,800","￥5,000代",0
2001-12-07,1,3,SLG,テクモ,モンスターファームアドバンス,"￥5,800","￥6,000代",0
2001-12-07,5,3,SPT,ハンズオン,ワールドアドバンスサッカー～勝利への道～,"￥5,200","￥5,000代",0
2001-12-07,5,3,SLG,ビクター,学校をつくろう！！アドバンス,"￥4,800","￥5,000代",0
2001-12-07,3,3,SLG,メディアカイト,大戦略FORゲームボーイアドバンス,"￥4,980","￥5,000代",0
2001-12-13,5,3,PZL,セガ,コラムスクラウン,"￥4,800","￥5,000代",0
2001-12-13,5,3,SPT,コナミ,実況ワールドサッカーポケット,"￥5,800","￥6,000代",0
2001-12-13,5,2,TAB,ホリ,大麻雀。,"￥3,800","￥4,000代",0
2001-12-14,5,3,SPT,サクセス,SK8TonyHawk'sPROSKATER2,"￥5,800","￥6,000代",0
2001-12-14,5,3,RPG,ビクター,サンサーラナーガ1×2,"￥4,980","￥5,000代",0
2001-12-14,5,2,ACT,任天堂,スーパーマリオアドバンス2,"￥4,800","￥5,000代",82
2001-12-14,1,3,RPG,カプコン,バトルネットワークロックマンエグゼ2,"￥4,800","￥5,000代",0
2001-12-14,5,2,PZL,サンソフト,上海アドバンス,"￥4,800","￥5,000代",0
2001-12-20,5,2,SPT,コナミ,ESPNWinterXGamesSnowboarding2002,"￥5,800","￥6,000代",0
2001-12-20,5,3,SPT,コナミ,エキサイティングバス,"￥5,800","￥6,000代",0
2001-12-20,3,3,ACT,セガ,ソニックアドバンス,"￥5,800","￥6,000代",0
2001-12-20,3,3,RPG,エニックス,ドラゴンクエストキャラクターズトルネコの大冒険2アドバンス不思議のダンジョン,"￥5,980","￥6,000代",0
2001-12-20,1,4,CARD,コナミ,遊戯王デュエルモンスターズ6エキスパート2,"￥5,800","￥6,000代",0
2001-12-20,1,3,ACT,コナミ,烈火の炎-THEGAME-,"￥5,800","￥6,000代",0
2001-12-21,1,2,SLG,トミー,MUTSUウォータールーパームツ,"￥5,800","￥6,000代",0
2001-12-21,1,2,RPG,メディアリング,WizardrySUMMONER(ウィザードリィサマ),"￥5,800","￥6,000代",0
2001-12-21,5,2,TAB,カルチャーブレーン,スウィートクッキーパイ,"￥4,980","￥5,000代",0
2001-12-21,6,2,PZL,タイトー,スーパーパズルバブルアドバンス,"￥4,800","￥5,000代",0
2001-12-21,6,3,ACT,ユービーアイソフト,ドナルドダックアドバンス,"￥5,300","￥5,500代",0
2001-12-21,5,2,ETC,コナミ,ピンキーモンキータウン,"￥5,800","￥6,000代",0
2001-12-21,1,2,RPG,カプコン,ブレスオブファイアⅡ～使命の子～,"￥4,800","￥5,000代",0
2001-12-21,5,3,RPG,エポック社,機動天使エンジェリックレイヤーみさきと夢の天使達,"￥5,500","￥5,500代",0
2001-12-21,5,3,ACT,ナムコ,鉄拳アドバンス,"￥5,300","￥5,500代",0
2001-12-28,5,3,TAB,日本テレネット,SLOT！PROアドバンス宝船＆大江戸桜吹雪2,"￥4,800","￥5,000代",0
2001-12-28,1,3,RPG,カプコン,グランボ,"￥5,300","￥5,500代",0
2002-01-01,5,4,ACT,マーベラス,THEKINGOFFIGHTERSEXNEOBLOOD,"￥5,800","￥6,000代",0
2002-01-11,6,2,PZL,ナムコ,パックマンコレクション,"￥3,800","￥4,000代",0
2002-01-17,5,2,SHT,コナミ,グラディウスジェネレーション,"￥5,800","￥6,000代",0
2002-01-17,1,4,RPG,エニックス,スナップキッズ,"￥5,980","￥6,000代",0
2002-01-24,5,2,ADV,グローバル,幽霊屋敷の二十四時間,"￥4,800","￥5,000代",0
2002-01-25,3,3,ACT,サミー,GUILTYGEARXADVANCEEDITION,"￥5,800","￥6,000代",0
2002-01-25,5,3,RPG,任天堂,トマトアドベンチャー,"￥4,800","￥5,000代",0
2002-01-31,1,2,ETC,コナミ,アニマルマニアどきどき相性チェック,"￥5,800","￥6,000代",0
2002-01-31,5,2,SPT,コナミ,ハイパースポーツ2002WINTER,"￥5,800","￥6,000代",0
2002-01-31,5,3,ADV,ＥＡスクウェア,ハリー・ポッターと賢者の石,"￥4,800","￥5,000代",0
2002-02-07,5,3,ACT,ハドソン,ボンバーマンマックス2ボンバーマンバージョン,"￥4,800","￥5,000代",0
2002-02-07,5,3,ACT,ハドソン,ボンバーマンマックス2マックスバージョン,"￥4,800","￥5,000代",0
2002-02-08,1,3,RPG,カプコン,BLACKBLACK～ブラブラ～,"￥4,800","￥5,000代",0
2002-02-14,5,3,SPT,コナミ,WTAツアーテニスポケット,"￥5,800","￥6,000代",0
2002-02-14,3,3,ADV,コナミ,メールでキュート,"￥5,800","￥6,000代",0
2002-02-21,1,3,SPT,コナミ,キャプテン翼栄光の軌跡,"￥5,800","￥6,000代",0
2002-02-21,1,3,ACT,任天堂,どーもくんの不思議テレビ,"￥4,800","￥5,000代",0
2002-02-28,1,3,SPT,コナミ,Jリーグポケット2,"￥5,800","￥6,000代",0
2002-02-28,5,2,ACT,コナミ,ゴエモンニューエイジ出動！,"￥5,800","￥6,000代",0
2002-03-01,6,2,ACT,トミー,モンスターズ・インク,"￥4,800","￥5,000代",0
2002-03-08,5,2,PZL,任天堂,コロコロパズルハッピィパネッチュ！,"￥4,800","￥5,000代",0
2002-03-08,1,2,ETC,コーエー,ふしぎの国のアンジェリーク,"￥5,800","￥6,000代",0
2002-03-08,1,3,RPG,タイトー,沈黙の移籍～エストポリス外伝～,"￥5,800","￥6,000代",0
2002-03-14,5,2,SPT,コナミ,K-1ポケットグランプリ,"￥5,800","￥6,000代",0
2002-03-15,5,2,SPT,ビクター,川のぬし釣り5～不思議の森から～,"￥4,800","￥5,000代",0
2002-03-20,1,3,ACT,コナミ,GROOVEADVENTURERAVE～光と闇の大決戦～,"￥5,800","￥6,000代",0
2002-03-20,1,3,SPT,コナミ,パワプロクンポケット4,"￥5,800","￥6,000代",0
2002-03-21,5,2,SLG,コーエー,アンジェリーク,"￥5,800","￥6,000代",0
2002-03-22,5,2,SLG,エム・ティー･オー,なかよしペットアドバンスシリーズ(2)かわいい仔犬,"￥4,800","￥5,000代",0
2002-03-22,3,2,TAB,サミー,実戦パチスロ必勝法！獣王アドバンス,"￥4,800","￥5,000代",0
2002-03-28,3,3,RPG,セガ,シャイニング・ソウル,"￥5,800","￥6,000代",0
2002-03-28,1,2,TAB,コナミ,一石八鳥～これ1本で8種類！～,"￥5,800","￥6,000代",0
2002-03-28,1,2,CARD,コナミ,神の記述ILLUSIONOFTHEEVILEYES,"￥5,800","￥6,000代",0
2002-03-28,5,3,RPG,フウキ,妖怪道,"￥4,800","￥5,000代",0
2002-03-29,1,3,RPG,エポック社,カエルBバック,"￥5,800","￥6,000代",0
2002-03-29,5,3,ETC,エポック社,ドラえもんどこでもウォーカー,"￥4,800","￥5,000代",0
2002-03-29,1,3,SLG,ジョルダン,ハムスター倶楽部3,"￥5,800","￥6,000代",0
2002-03-29,1,3,RPG,任天堂,ファイアーエムブレム封印の剣,"￥4,800","￥5,000代",0
2002-03-29,3,3,RPG,コーエー,マジカル封神,"￥5,800","￥6,000代",0
2002-03-29,1,3,SPT,トミー,新日本プロレス闘魂烈伝アドバンス,"￥5,800","￥6,000代",0
2002-04-01,1,3,ETC,小学館,ミニモニ。ミカのハッピーモーニングchatty,"￥4,800","￥5,000代",0
2002-04-11,5,2,PZL,グローバル,デンキブロックス！,"￥4,800","￥5,000代",0
2002-04-12,1,3,RPG,メディアリング,LUNAR～LEGEND～(ルナ～レジェンド～),"￥5,800","￥6,000代",0
2002-04-18,5,2,PZL,カプコン,ひつじのキモチ。,"￥4,800","￥5,000代",0
2002-04-18,1,2,TAB,タカラ,人生ゲームアドバンス,"￥4,800","￥5,000代",0
2002-04-19,3,2,PZL,トミー,黒ひげのくるっとジンドリ,"￥4,800","￥5,000代",0
2002-04-19,3,3,SPT,トミー,黒ひげのゴルフしようよ,"￥4,800","￥5,000代",0
2002-04-19,1,3,ADV,エム・ティー･オー,大好きテディ,"￥5,480","￥5,500代",0
2002-04-25,5,3,SPT,コナミ,ウイ・イレ,"￥5,800","￥6,000代",0
2002-04-25,3,3,SPT,コナミ,テニスの王子様ジーニアス・ボーイズ・アカデミー,"￥4,800","￥5,000代",0
2002-04-26,5,2,TAB,日本テレネット,SLOT！PRO2アドバンス～GOGOジャグラー＆Newタイリョウ～,"￥4,800","￥5,000代",0
2002-04-26,5,3,RAC,エム・ティー･オー,アドバンスGT2,"￥4,800","￥5,000代",0
2002-04-26,3,3,SLG,アルファ・ユニット,おしゃべりインコ倶楽部,"￥4,800","￥5,000代",0
2002-04-26,5,3,ACT,サクセス,スパイダーマンミステリオの脅威,"￥4,800","￥5,000代",0
2002-04-26,6,2,PZL,サクセス,テトリスワールド,"￥3,980","￥4,000代",0
2002-04-26,5,2,ADV,ビクター,ぷくぷく天然かいらんばん,"￥4,800","￥5,000代",0
2002-04-26,1,3,ACT,カプコン,ロックマンゼロ,"￥4,800","￥5,000代",0
2002-04-26,1,3,RPG,スマイルソフト,携帯電獣テレファング2スピード,"￥5,800","￥6,000代",0
2002-04-26,1,3,RPG,スマイルソフト,携帯電獣テレファング2パワー,"￥5,800","￥6,000代",0
2002-04-26,1,3,ADV,サミー,頭文字DAnotherStage,"￥5,800","￥6,000代",0
2002-04-26,5,3,TAB,加賀テック,日本プロ麻雀連盟公認徹萬アドバンス～免許皆伝シリーズ～,"￥4,800","￥5,000代",0
2002-05-02,6,2,ETC,コナミ,コナミアーケードゲームコレクション,"￥4,800","￥5,000代",0
2002-05-02,1,2,SPT,スパイク,フォーメーションサッカー2002,"￥5,800","￥6,000代",0
2002-05-02,5,2,RAC,コナミ,モトクロスマニアックスADVANCE,"￥4,800","￥5,000代",0
2002-05-24,5,2,ETC,カルチャーブレーン,おしゃれプリンセス,"￥4,800","￥5,000代",0
2002-05-31,5,2,SPT,ユービーアイソフト,トータルサッカーアドバンス,"￥4,800","￥5,000代",0
2002-05-31,1,3,ADV,任天堂,とっとこハム太郎3ラブラブ大冒険でちゅ,"￥4,800","￥5,000代",0
2002-06-06,1,3,ACT,コナミ,キャッスルヴァニア白夜の協奏曲,"￥4,800","￥5,000代",0
2002-06-14,5,2,SPT,ナムコ,ファミリーテニスアドバンス,"￥4,800","￥5,000代",0
2002-06-21,1,3,SPT,ナウプロダクション,ガチンコプロ野球,"￥4,800","￥5,000代",0
2002-06-27,5,2,RAC,インフォグラムジャパン,V-RALLY3,"￥4,800","￥5,000代",0
2002-06-27,5,2,TAB,グローバル,花札トランプ麻雀デパチカ和洋中,"￥3,980","￥4,000代",0
2002-06-27,1,3,SLG,ハドソン,爆転シュートベイブレード2002いくぜ！激闘！超磁力バトル,"￥4,800","￥5,000代",0
2002-06-28,3,3,ADV,シャルラク,Natural2-DUO-,"￥4,800","￥5,000代",0
2002-06-28,3,4,ADV,チュンソフト,かまいたちの夜～ADVANCE～,"￥4,800","￥5,000代",0
2002-06-28,5,2,RPG,ＰＣＣＷＪ,かわいいペットショップ物語3,"￥4,800","￥5,000代",0
