発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,カウント
1994-11-22,36,"￥7,000代",FTG,セガ,バーチャファイター,-,98,0
1994-11-22,-,"￥8,000代",-,セガ,ワンチャイコネクション,-,1293,0
1994-11-22,-,"￥8,000代",-,サンソフト,ミスト,-,1294,0
1994-11-22,-,"￥6,000代",-,タイムワーナーインタラクティブ,TAMA,-,99,0
1994-11-22,-,-,-,エレクトロニック・アーツ,麻雀悟空天竺,-,1553,0
1994-12-02,-,-,-,セガ,ゲイルレーサー,-,1042,0
1994-12-02,30,-,ADV,セガ,真説・夢見館扉の奥に誰かが…,-,1295,0
1994-12-09,-,-,-,セガ,クロックワークナイトペパルーチョの大冒険・上巻,-,100,0
1995-01-20,31,-,SPT,セガ,ビクトリーゴール,-,1077,0
1995-01-27,-,-,-,セガ,ゴータイスマイリア戦役,-,1143,0
1995-02-24,-,-,-,セガ,ペブルビーチゴルフリンクススタドラーに挑戦!,-,1078,0
1995-02-24,-,-,-,セガ,ランポRAMPO,-,1296,0
1995-02-24,-,-,-,ジャレコ,アイドル雀士スーチーパイスペシャル,-,1554,0
1995-02-24,-,-,-,サンソフト,上海万里の長城,-,1601,0
1995-03-03,-,-,-,サンソフト,ポポイっとへべれけ,-,1602,0
1995-03-10,30,-,SHT,セガ,パンツァードラグーン,-,101,0
1995-03-10,-,-,-,アスキー,麻雀巌流島,-,1555,0
1995-03-24,-,-,-,セガ,ダイダロス,-,1431,0
1995-03-25,-,-,-,コーエー,エミットVol.1時の迷子,-,1297,0
1995-03-31,-,-,-,データイースト,サイドポケット2伝説のハスラー,-,1603,0
1995-04-01,-,-,-,コーエー,エミットVol.2命がけの旅,-,1298,0
1995-04-01,-,-,-,コーエー,エミットVol.3私にさよならを,-,1299,0
1995-04-01,30,-,RAC,セガ,デイトナUSA,-,1043,0
1995-04-14,-,-,-,アスキー,柿木将棋,-,1540,0
1995-04-28,-,-,-,セガ,アイルトン・セナパーソナルトークMessageforthefuture,-,1604,0
1995-04-28,-,-,-,セガ,ヴァーチャルハイドライド,-,8,0
1995-04-28,-,-,-,セガ,輝水晶伝説アスタル,-,102,0
1995-04-28,-,-,-,コーエー,三國志4,-,1144,0
1995-05-19,31,-,SHT,コナミ,極上パロディウスだ!DELUXEPACK,-,1432,0
1995-05-26,-,-,-,セガ,完全中継プロ野球グレイテストナイン,-,1079,0
1995-05-26,-,-,-,セガ,グランチェイサー,-,103,0
1995-05-26,30,-,TBL,セタ,スーパーリアル麻雀P5,-,1556,0
1995-06-02,-,-,-,ナグザット,バトルモンスターズ,-,104,0
1995-06-09,-,-,-,サンソフト,ゲームの達人,-,1605,0
1995-06-16,-,-,-,イマジニア,制服伝説プリティ・ファイターX,-,105,0
1995-06-23,-,-,-,カゼ,デジタルピンボールラストグラディエーターズ,-,1606,0
1995-06-23,-,-,-,セガ,ブルーシード奇稲田秘録伝,-,9,0
1995-06-30,-,-,-,セガ,新・忍伝,-,106,0
1995-07-07,-,-,-,ギャガ,ダークシード,-,1300,0
1995-07-07,-,-,-,ゼネラル・エンタテイメント,平成天才バカボンすすめ!バカボンズ,-,1607,0
1995-07-14,35,-,FTG,セガ,バーチャファイターリミックス,-,881,0
1995-07-14,-,-,-,セガ,学校の怪談,-,1301,0
1995-07-21,-,-,-,イマジニア,バーチャルバレーボール,-,1080,0
1995-07-21,31,-,RPG,セガ,リグロードサーガ,-,10,0
1995-07-21,-,-,-,テクノソフト,熱血親子,-,882,0
1995-07-28,32,-,ADV,アクレイムジャパン,Dの食卓,-,1302,0
1995-07-28,-,-,-,ソシエッタ代官山,THE野球拳スペシャル今夜は12回戦!!,-,1608,0
1995-07-28,32,-,ACT,セガ,クロックワークナイトペパルーチョの大冒険・下巻,-,883,0
1995-07-28,-,-,-,ゲームアーツ,ゆみみみっくすREMIX,-,1303,0
1995-07-28,31,-,SPT,コナミ,実況パワフルプロ野球'95開幕版,-,1081,111
1995-08-04,-,-,-,タイムワーナーインタラクティブ,レースドライビン,-,1044,0
1995-08-04,-,-,-,マイクロネット,麻雀海岸物語麻雀狂時代セクシーアイドル編,-,1557,0
1995-08-11,-,-,-,アスク講談社,アイドル麻雀ファイナルロマンス2,-,1558,0
1995-08-11,-,-,-,コーエー,ウイニングポストEX,-,1145,0
1995-08-11,32,-,RPG,セガ,シャイニング・ウィズダム,-,12,0
1995-08-11,-,-,-,カプコン,ストリートファイターリアルバトルオンフィルム,-,884,0
1995-08-11,-,-,-,カプコン,学校のコワイうわさ花子さんがきた!!,-,1304,0
1995-08-11,-,-,-,バンダイ,テレビアニメスラムダンクアイラブバスケットボール,-,1082,0
1995-08-11,-,-,-,データイースト,水滸演武,-,885,0
1995-08-11,-,-,-,リバーヒルソフト,卒業2ネオジュネレーション,-,1146,0
1995-08-25,-,-,-,サムシンググッド,AI将棋,-,1541,0
1995-08-25,-,-,-,ヒューマン,ファイプロ外伝ブレイジングトルネード,-,886,0
1995-08-25,-,-,-,テクノソフト,球転界,-,1609,0
1995-08-25,-,-,-,セガ,魔法騎士レイアース,-,13,0
1995-09-01,-,-,-,イマジニア,実戦麻雀,-,1559,0
1995-09-14,32,-,SHT,タイトー,レイヤーセクション,-,1433,0
1995-09-15,-,-,-,セタ,将棋まつり,-,1542,0
1995-09-22,-,-,-,翔泳社,ブレイクスルー,-,1610,0
1995-09-22,-,-,-,リバーヒルソフト,ブルー・シカゴ・ブルース,-,1305,0
1995-09-22,-,-,-,T&Eソフト,マスターズ遙かなるオーガスタ3,-,1083,0
1995-09-22,33,-,SLG,セガ,ワールドアドバンスド大戦略鋼鉄の戦風,-,1147,0
1995-09-29,30,-,ADV,ギャガ,クァンタムゲート1悪夢の序章,-,1306,0
1995-09-29,-,-,-,ジャレコ,アイドル雀士スーチーパイリミックス,-,1560,0
1995-09-29,-,-,-,セガ,ウイングアームズ華麗なる撃墜王,-,1434,0
1995-09-29,-,-,-,セガ,ゴールデンアックス・ザ・デュエル,-,887,0
1995-09-29,-,-,-,セガ,シムシティ2000,-,1148,0
1995-09-29,-,-,-,タカラ,スチームギアマッシュ,-,888,0
1995-09-29,-,-,-,ビクター,メタルファイターMIKU,-,1307,0
1995-09-29,-,-,-,コナミ,永世名人,-,1543,0
1995-09-29,-,-,-,コナミ,出たなツインビーヤッホー!デラックスパック,-,1355,0
1995-09-29,-,-,-,コーエー,信長の野望天翔記,-,1149,0
1995-09-29,-,-,-,ユーメディア,天地無用!魎皇鬼ごくらくCD-ROMforSEGASATURN,-,1611,0
1995-09-29,-,-,-,アスミック,宝魔ハンターライムパーフェクトコレクション,-,1308,0
1995-09-29,-,-,-,イマジニア,魔法の雀士ぽえぽえポエミィ,-,1561,0
1995-10-13,-,-,-,サンソフト,ゲームの鉄人THE上海,-,1612,0
1995-10-13,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.1サラ・ブライアント,-,1613,0
1995-10-13,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.2ジャッキー・ブライアント,-,1614,0
1995-10-20,-,-,-,セガ,XJAPANVirtualShock001,-,1623,0
1995-10-20,-,-,-,ビクター,キング・オブ・ボクシング,-,889,0
1995-10-20,-,-,-,エクゼコ・デベロップンメント,サンダーストーム＆ロードブラスター,-,890,0
1995-10-20,-,-,-,ソネット,ときめき麻雀パラダイス恋のてんぱいビート,-,1562,0
1995-10-27,-,-,-,CRI,占都物語その1,-,1624,0
1995-10-27,-,-,-,ギャガ,サイコトロン,-,1309,0
1995-10-27,-,-,-,ビクター,アメリカ横断ウルトラクイズ,-,1625,0
1995-10-27,32,-,SPT,セガ,セガインターナショナルビクトリーゴール,-,1084,0
1995-10-27,-,-,-,イマジニア,バーチャルオープンテニス,-,1085,0
1995-10-27,-,-,-,セガ,ハングオンGP'95,-,1045,0
1995-10-27,-,-,-,コンパイル,ぷよぷよ通,-,1626,0
1995-10-27,-,-,-,マイクロキャビン,プリンセスメーカー2,-,1150,0
1995-10-27,-,-,-,小学館プロダクション,結婚Marriage前夜,-,1627,0
1995-11-02,30,-,RAC,セガ,F-1ライブインフォメーション,-,1824,0
1995-11-03,-,-,-,アルトロン,ただいま惑星開拓中!,-,1151,0
1995-11-10,-,-,-,セガ,ばくばくアニマル世界飼育係選手権,-,1628,0
1995-11-10,-,-,-,アトラス,峠キング・ザ・スピリッツ,-,1825,0
1995-11-17,-,-,-,ユービーアイソフト,レイマン,-,1826,0
1995-11-17,-,-,-,サンソフト,おーちゃんのお絵かきロジック,-,1629,0
1995-11-17,-,-,-,バンダイ,ドラゴンボールZ真武闘伝,-,1827,0
1995-11-17,-,-,-,エレクトロニック・アーツ,戦略将棋,-,1544,0
1995-11-17,-,-,-,セガ,野茂英雄ワールドシリーズベースボール,-,1086,0
1995-11-17,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.3結城晶,-,1615,0
1995-11-17,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.4パイ・チェン,-,1616,0
1995-11-22,-,-,-,カプコン,エックスメンチルドレンオブジアトム,-,891,0
1995-11-22,-,-,-,BMGビクター,オフワールド・インターセプターエクストリーム,-,1435,0
1995-11-22,-,-,-,サンソフト,ギャラクシーファイトユニバーサル・ウォーリアーズ,-,892,0
1995-11-22,-,-,-,エコール,ぱっぱらぱおーん,-,1630,0
1995-11-22,-,-,-,ジャレコ,燃えろ!!プロ野球'95ダブルヘッダー,-,1087,0
1995-11-24,-,-,-,メディアエンターテイメント,シュトラール秘められし七つの光,-,893,0
1995-11-24,-,-,-,セタ,スーパーリアル麻雀グラフィティ,-,1563,0
1995-11-24,32,-,SHT,セガ,バーチャコップ,-,1436,0
1995-11-24,-,-,-,セタ,金沢将棋,-,1545,0
1995-11-24,-,-,-,タカラ,闘神伝S,-,894,0
1995-12-01,-,-,-,アクレイムジャパン,NBAジャムトーナメントエディション,-,1088,0
1995-12-01,39,-,FTG,セガ,バーチャファイター2,-,895,0
1995-12-01,-,-,-,吉本興業,爆笑!!オール吉本クイズ王決定戦DX,-,1631,0
1995-12-08,30,-,ACT,セガ,バグ!ジャンプして、ふんづけちゃって、ぺっちゃんこ,-,896,0
1995-12-08,-,-,-,タイトー,ハットトリックヒーローS,-,1089,0
1995-12-08,-,-,-,ギャガ,ファーザー・クリスマス,-,1310,0
1995-12-08,-,-,-,やのまん,日灼けの想い出+姫くりGIRLSINMOTIONPUZZLEVOL.1,-,1632,0
1995-12-08,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.5ウルフ・ホークフィールド,-,1617,0
1995-12-08,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.6ラウ・チェン,-,1618,0
1995-12-15,-,-,-,タカラ,DX人生ゲーム,-,1633,0
1995-12-15,-,-,-,アトラス,ガンバード,-,1437,0
1995-12-15,-,-,-,ビック東海,ザ・ハイパーゴルフデビルズコース,-,1090,0
1995-12-15,33,-,SHT,タイトー,ダライアス外伝,-,1438,0
1995-12-15,-,-,-,コナミ,ちびまる子ちゃんの対戦ぱずるだま,-,1634,0
1995-12-15,-,-,-,データイースト,マジカルドロップ,-,1635,0
1995-12-15,-,-,-,イマジニア,海底大戦争,-,1439,0
1995-12-15,-,-,-,小学館プロダクション,結婚Marriage,-,1152,0
1995-12-15,-,-,-,パック・イン・ビデオ,湾岸デッドヒート,-,1046,0
1995-12-15,-,-,-,コーエー,エミットバリューセット,-,1311,0
1995-12-15,30,-,ACT,セガ,クロックワークナイトペパルーチョの福袋,-,897,0
1995-12-21,-,-,-,グラムス,クォヴァディス,-,1153,0
1995-12-22,-,-,-,セガ,ゴジラ列島震撼,-,1154,0
1995-12-22,30,-,SLG,エレクトロニック・アーツ,テーマパーク,-,1156,0
1995-12-22,-,-,RCG,タイムワーナーインタラクティブ,バーチャレーシングセガサターン,-,1047,0
1995-12-22,-,-,-,ヴァージンインタラクティブ,ブラックファイアー,-,1440,0
1995-12-22,-,-,-,バンダイ,機動戦士ガンダム,-,1441,0
1995-12-22,-,-,-,バンプレスト,北斗の拳,-,898,0
1995-12-25,35,-,RPG,アトラス,真・女神転生デビルサマナー,-,11,0
1995-12-29,-,-,-,アークシステムワークス,ウィザーズハーモニー,-,1157,0
1995-12-29,-,-,-,ヴァージンインタラクティブ,カオスコントロール,-,1442,0
1995-12-29,36,-,RCG,セガ,セガラリーチャンピオンシップ,-,1054,0
1996-01-12,-,-,-,アテナ,プロ麻雀極S,-,1565,0
1996-01-12,-,-,-,マイクロネット,麻雀狂時代コギャル放課後編,-,1564,0
1996-01-19,-,-,-,サンソフト,必殺パチンココレクション,-,1636,0
1996-01-19,-,-,-,データイースト,クリーチャー・ショック,-,1443,0
1996-01-26,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.7舜帝,-,1619,0
1996-01-26,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.8リオン・ラファール,-,1620,0
1996-01-26,-,-,-,カプコン,ストリートファイターZERO,-,899,0
1996-01-26,-,-,-,テクモ,でろーんでろでろ,-,1637,0
1996-01-26,-,-,-,セガ,ガーディアンヒーローズ,-,900,0
1996-02-02,-,-,-,セガ,NINKU忍空強気な奴等の大激突!,-,901,0
1996-02-02,-,-,-,バンダイビジュアル,リターン・トゥ・ゾーク,-,1312,0
1996-02-02,-,-,-,メディアクエスト,松方弘樹のワールドフィッシング,-,1091,0
1996-02-09,-,-,-,バンダイ,PDウルトラマンリンク,-,1638,0
1996-02-09,-,-,-,ユーメディア,天地無用!魅御理温泉湯けむりの旅,-,1313,0
1996-02-16,-,-,-,アルトロン,ロボ・ピット,-,902,0
1996-02-16,-,-,-,インタープレイ,サイベリア,-,1315,0
1996-02-16,-,-,-,バンタンインターナショナル,デスマスク,-,1314,0
1996-02-23,31,-,SLG,セガ,Jリーグプロサッカークラブをつくろう!,-,1158,0
1996-02-23,-,-,-,セガ,おまかせ!退魔業,-,903,0
1996-02-23,-,-,-,博報堂,料理の鉄人キッチンスタジアムツアー,-,1639,0
1996-02-23,-,-,-,エレクトロニック・アーツ,アローン・イン・ザ・ダーク2,-,904,0
1996-02-23,32,-,FTG,カプコン,ヴァンパイアハンター,-,1823,0
1996-02-23,-,-,-,スカイ・シンク・システム,くるりんPA!,-,1640,0
1996-02-23,-,-,-,データム・ポリスター,四柱推命ピタグラフ,-,1641,0
1996-02-23,-,-,-,ビクター,サンダーホーク2,-,1444,0
1996-02-23,-,-,-,ビクター,シーバス・フィッシング,-,1092,0
1996-02-23,-,-,-,ヒューマン,ロジック・パズルレインボータウン,-,1642,0
1996-02-23,-,-,-,リバーヒルソフト,ハイパー3D対戦バトルゲボッカーズ,-,905,0
1996-02-23,-,-,-,コーエー,提督の決断2,-,1159,0
1996-03-01,-,-,-,セガ,新世紀エヴァンゲリオン,-,1316,0
1996-03-01,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.9影丸,-,1621,0
1996-03-01,-,-,-,セガ,バーチャファイターCGポートレートシリーズVol.10ジェフリー・マクワイルド,-,1622,0
1996-03-01,30,-,SLG,オープンブック9003,ザ・タワー,-,1160,0
1996-03-01,-,-,-,ファンハウス,メディアロマンサー浅倉大介,-,1643,0
1996-03-01,-,-,-,コーエー,ゴータ2天空の騎士,-,1161,0
1996-03-08,-,-,-,BMGビクター,ザ・ホード,-,1162,0
1996-03-08,-,-,-,サミー,麻雀ハイパーリアクションR,-,1566,0
1996-03-08,-,-,-,パトラ,ロードランナーレジェンドリターンズ,-,906,0
1996-03-15,-,-,-,セガ,リンクル・リバー・ストーリー,-,14,0
1996-03-15,30,-,SLG,セガ,ワールドアドバンスド大戦略作戦ファイル,-,1163,0
1996-03-15,-,-,-,OZクラブ,毎日替わるクイズ番組クイズ365,-,1644,0
1996-03-15,-,-,-,アスク講談社,アイドル麻雀ファイナルロマンスR,-,1567,0
1996-03-15,-,-,-,エポック社,ドラえもんのび太と復活の星,-,907,0
1996-03-15,-,-,-,エレクトロニック・アーツ,FIFAサッカー96,-,1093,0
1996-03-15,-,-,-,カプコン,ストリートファイター2ムービー,-,908,0
1996-03-15,-,-,-,キングレコード,フィッシング甲子園,-,1094,0
1996-03-15,-,-,-,クレフ,ブレインバトルQ,-,1645,0
1996-03-15,31,-,SHT,ゲームアーツ,ガングリフォン,-,1445,0
1996-03-15,-,-,-,サンソフト,ゲームの達人2,-,1646,0
1996-03-15,-,-,-,ダットジャパン,バーチャルカジノ,-,1647,0
1996-03-15,-,-,-,翔泳社,ゾーク・ワン,-,1317,0
1996-03-22,35,-,SHT,セガ,パンツァードラグーンツヴァイ,-,1446,0
1996-03-22,-,-,-,MIZUKI,ISTOEZICOジーコの考えるサッカー,-,1648,0
1996-03-22,-,-,-,アトラス,マイ・ベスト・フレンズst.アンドリュー女学園編,-,1649,0
1996-03-22,-,-,-,エレクトロニック・アーツ,ハイオクタン,-,1049,0
1996-03-22,-,-,-,データイースト,水滸演武風雲再起,-,909,0
1996-03-22,-,-,-,ハドソン,空想科学世界ガリバーボーイ,-,15,0
1996-03-22,-,-,-,コーエー,ウイニングポスト2,-,1164,0
1996-03-22,35,-,SPT,セガ,Jリーグビクトリーゴール'96,-,1095,0
1996-03-22,-,-,-,コーエー,エアーマネジメント'96,-,1165,0
1996-03-28,-,-,-,SNK,ザ・キング・オブ・ファイターズ'95,-,910,0
1996-03-29,30,-,SRPG,セガ,ドラゴンフォース,-,16,0
1996-03-29,-,-,-,BMGビクター,ゲックス,-,911,0
1996-03-29,-,-,-,MIZUKI,ルパン三世ザ・マスターファイル,-,1650,0
1996-03-29,-,-,-,アクレイムジャパン,NFLクォーターバッククラブ'96,-,1096,0
1996-03-29,-,-,-,アクレイムジャパン,バーチャフォトスタジオ,-,1651,0
1996-03-29,-,-,-,アクレイムジャパン,モータルコンバット2完全版,-,912,0
1996-03-29,-,-,-,エクシング,ぐっすんおよよS,-,1652,0
1996-03-29,-,-,-,OCC,ホラーツアー,-,1318,0
1996-03-29,-,-,-,コナミ,グラディウスデラックスパック,-,1447,119
1996-03-29,-,-,-,コナミ,スナッチャー,-,1319,0
1996-03-29,-,-,-,ココナッツジャパン,ワールドカップゴルフイン・ハイアットドラドビーチ,-,1097,0
1996-03-29,-,-,-,メイクソフトウェア,麻雀同級生スペシャル,-,1568,0
1996-03-29,-,-,-,メサイヤ,超兄貴究極…男の逆襲,-,1448,0
1996-03-29,-,-,-,コーエー,アンジェリークスペシャル,-,1166,0
1996-03-29,-,-,-,コーエー,三國志英傑伝,-,17,0
1996-03-29,-,-,-,コーエー,信長の野望リターンズ,-,1167,0
1996-03-29,-,-,-,日本システム,麻雀天使エンジェルリップス,-,1569,0
1996-04-05,-,-,-,CRI,2度あることはサンドアール,-,1653,137
1996-04-05,-,-,-,キッド,きゃんきゃんバニープルミエール,-,1321,0
1996-04-05,-,-,-,ギャガ,鉄球TRUEPINBALL,-,1654,0
1996-04-05,-,-,-,ゼネラル・エンタテイメント,ゲームウェア第1号,-,1655,0
1996-04-05,-,-,-,コーエー,七つの秘館,-,1320,0
1996-04-19,-,-,-,BMGビクター,タイタンウォーズ,-,1449,0
1996-04-19,-,-,-,サミー,エンジェルパラダイスVol.1坂木優子恋の予感inHollywood,-,1656,0
1996-04-19,-,-,-,パイ,大冒険セントエルモスの奇跡,-,18,0
1996-04-19,-,-,-,日本クリエイト,サザンアイズ吸精公主,-,1322,0
1996-04-26,31,-,ARPG,セガ,トア精霊王紀伝,-,19,0
1996-04-26,-,-,-,アイマックス,アイレムアーケードクラシックス,-,1657,0
1996-04-26,-,-,-,アイマックス,爆れつハンター,-,1323,0
1996-04-26,-,-,-,アクレイムジャパン,レボリューションX,-,1450,0
1996-04-26,-,-,-,アトラス,首領蜂,-,1451,0
1996-04-26,-,-,-,アトラス,真・女神転生デビルサマナー悪魔全書,-,1658,0
1996-04-26,-,-,-,ヴァージンインタラクティブ,ゲンウォー,-,1452,0
1996-04-26,30,-,ADV,エルフ,野々村病院の人々,-,1324,0
1996-04-26,-,-,-,カプコン,ロックマンX3,-,913,0
1996-04-26,30,-,TBL,ジャレコ,アイドル雀士スーチーパイ2,-,1570,0
1996-04-26,-,-,-,ソフトビジョンインターナショナル,ジョニー・バズーカ,-,914,0
1996-04-26,-,-,-,翔泳社,美少女バラエティゲームラピュラスパニック,-,1659,0
1996-05-03,-,-,-,ソネット,ときめき麻雀グラフィティ年下の天使たち,-,1571,0
1996-05-17,-,-,-,ウイネット,キュービックギャラリー,-,1660,0
1996-05-17,-,-,-,セタ,スーパーリアル麻雀P6,-,1572,0
1996-05-17,-,-,-,ビクター,慶応遊撃隊活劇編,-,915,0
1996-05-24,-,-,-,セガ,セガエイジス宿題がタントアール,-,1662,0
1996-05-24,-,-,-,サミー,実戦!パチスロ必勝法!3,-,1663,0
1996-05-24,-,-,-,ビング,メタルブラック,-,1453,0
1996-05-24,-,-,-,メディアクエスト,ライフスケイプ生命40億年はるかな旅,-,1661,0
1996-05-24,-,-,-,やのまん,フェーダリメイクエンブレム・オブ・ジャスティス,-,22,0
1996-05-31,-,-,-,データイースト,ウィザードリィ6＆7コンプリート,-,20,0
1996-05-31,-,-,-,バンダイ,ドラゴンボールZ偉大なるドラゴンボール伝説,-,916,0
1996-05-31,-,-,-,マイクロキャビン,ソード＆ソーサリー,-,21,0
1996-06-07,-,-,-,タイトー,ダライアス2,-,1454,0
1996-06-07,-,-,-,テクノソフト,ハイパーリヴァーシオン,-,917,0
1996-06-07,-,-,-,マルチソフト,デフコン5,-,1455,0
1996-06-14,-,-,-,アスク講談社,ビッグ一撃!パチスロ大攻略ユニバーサル・ミュージアム,-,1664,0
1996-06-14,-,-,-,イマジニア,犯行写真縛られた少女たちの見たモノは？,-,1325,0
1996-06-14,-,-,-,ギャガ,疾風魔法大作戦,-,1456,0
1996-06-14,-,-,-,ビング,ナイトストライカーS,-,1457,0
1996-06-14,-,-,-,翔泳社/BMGビクター,痛快!!スロット・シューティング,-,1458,0
1996-06-28,-,-,-,セガ,月花霧幻譚TORICO,-,1326,0
